core_id,st,maxtime,mintime,n_gps_samples,gps_satellites_avg,lat_avg,lat_fixed,lon_avg,lon_fixed,dist_diff_meters
4b003f000d50483553343720,2019-02-25 19:12:26+00,2019-08-31 23:59:18+00,2019-02-25 19:13:04+00,97766,7.9118609741628,5.53835180002257,5.5382816,-0.269408877605721,-0.269394,7.91145451666699
35001e000247373334363431,2019-04-15 21:46:07+00,2019-08-31 23:59:48+00,2019-04-15 21:47:17+00,76692,7.58407656600428,5.61762409582489,5.617558,-0.246878502216657,-0.2469043,7.82245597198543
3e0020000d47373334363431,2019-02-22 18:29:58+00,2019-03-25 05:44:20+00,2019-02-22 18:58:35+00,1142,5.2600700525394,5.54451150700525,5.5445114,-0.268009904553415,-0.2680804,7.7721319395911
2e002d000d50483553343720,2019-04-17 06:36:31+00,2019-08-31 23:25:06+00,2019-04-17 06:37:45+00,91463,6.55754786088364,5.65856813546465,5.6585643,-0.296105320512115,-0.2961756,7.75984363656362
29002e000f47373334363431,2019-02-26 14:05:17+00,2019-05-09 13:55:32+00,2019-02-26 14:51:00+00,4640,6.84676724137931,5.57183294827588,5.5718277,-0.25884721163793,-0.2587785,7.59752387611579
19002a000147373334363431,2019-03-01 19:53:50+00,2019-08-30 21:10:46+00,2019-03-27 03:25:19+00,8837,5.99388932895779,5.60057948014028,5.6005719,-0.235675571347744,-0.2357427,7.44796849763837
2b0049001251363038393739,2018-06-18 13:45:40+00,2018-12-20 10:32:38+00,2018-12-20 10:32:38+00,1,4,5.6768,5.676787,-0.28328,-0.2833461,7.42712772127687
3e0029000d50483553343720,2019-03-01 10:59:16+00,2019-06-01 01:49:05+00,2019-03-01 11:18:25+00,82292,10.5579035629223,5.57442737177364,5.5744916,-0.246069520682453,-0.2460843,7.26621382844881
220025000551353431383736,2018-06-13 12:18:44+00,2018-09-30 22:03:30+00,2018-07-01 00:00:08+00,17476,8.15478370336461,5.61761650595105,5.617558,-0.246874627203021,-0.2469043,7.23245141767292
190029000147373334363431,2019-04-15 19:41:40+00,2019-08-31 23:58:44+00,2019-04-15 19:43:04+00,111464,8.93993576401349,5.61755623343849,5.6174967,-0.246948477014989,-0.246976,7.23104275727671
3f0049000551353431383736,2018-06-20 13:38:37+00,2018-12-07 16:17:59+00,2018-07-01 00:01:12+00,88504,11.6135315917925,5.64230148911881,5.642256,-0.285066478136585,-0.2851122,7.11069657117262
260045000f47373334363431,2019-04-17 20:50:24+00,2019-06-24 20:52:07+00,2019-06-24 09:43:30+00,424,8.07547169811321,5.63065494339623,5.6305943,-0.247877648584905,-0.2478982,7.05942912037211
3d0029000d50483553343720,2019-02-22 18:29:30+00,2019-07-23 16:20:14+00,2019-05-06 00:28:38+00,91,4.62637362637363,5.54576901098901,5.5458121,-0.259826725274725,-0.2598733,6.99533244179343
440032000347373334363431,2019-02-25 18:58:15+00,2019-06-24 03:57:59+00,2019-02-25 19:14:30+00,75625,7.17347438016529,5.52842911225118,5.5284814,-0.278597217719007,-0.2785621,6.94422984073915
200039000347373334363431,2019-06-11 14:11:49+00,2019-08-31 23:59:10+00,2019-06-11 15:11:05+00,65022,7.2196641136846,5.65742217427949,5.6574825,-0.300550144489561,-0.3005677,6.92681412686919
30003e000e47373334363431,2019-03-01 20:40:00+00,2019-08-30 14:56:58+00,2019-03-04 12:21:57+00,11874,5.41081354219303,5.58041316270839,5.5803918,-0.252574451743306,-0.252632,6.7677401931672
21002b000247373334363431,2019-02-28 16:38:12+00,2019-08-31 23:58:34+00,2019-02-28 16:39:14+00,143087,9.67934193882044,5.57259275892279,5.5726519,-0.227829305744052,-0.2278439,6.71589874549898
