Pair_ID,Origin_ID,Destination_ID,Dist_along_grid_meters,Destination_Rank
3b0023000a47373334363431 4/19/19 9:42 - 1c002a000747373334363431 2/27/19 6:34,3b0023000a47373334363431 4/19/19 9:42 ,1c002a000747373334363431 2/27/19 6:34,2324.436925,23
3b0023000a47373334363431 4/19/19 9:42 - 440021000d50483553343720 2/26/19 18:46,3b0023000a47373334363431 4/19/19 9:42 ,440021000d50483553343720 2/26/19 18:46,2381.583447,24
3b0023000a47373334363431 4/19/19 9:42 - 4.30032E+23 2/26/19 21:50,3b0023000a47373334363431 4/19/19 9:42 ,4.30032E+23 2/26/19 21:50,2435.910348,25
3b0023000a47373334363431 4/19/19 9:42 - 3d0029000d50483553343720 2/22/19 18:29,3b0023000a47373334363431 4/19/19 9:42 ,3d0029000d50483553343720 2/22/19 18:29,3327.028274,26
3b0023000a47373334363431 4/19/19 9:42 - 3.10024E+23 2/22/19 16:34,3b0023000a47373334363431 4/19/19 9:42 ,3.10024E+23 2/22/19 16:34,3414.745939,27
3b0023000a47373334363431 4/19/19 9:42 - 2a0035000147373334363431 2/22/19 18:24,3b0023000a47373334363431 4/19/19 9:42 ,2a0035000147373334363431 2/22/19 18:24,3454.497182,28
3b0023000a47373334363431 4/19/19 9:42 - 2d0027000a47373334363431 2/27/19 18:29,3b0023000a47373334363431 4/19/19 9:42 ,2d0027000a47373334363431 2/27/19 18:29,3461.692247,29
3b0023000a47373334363431 4/19/19 9:42 - 3e0029000d47373334363431 2/27/19 21:36,3b0023000a47373334363431 4/19/19 9:42 ,3e0029000d47373334363431 2/27/19 21:36,3480.790953,30
3b0023000a47373334363431 4/19/19 9:42 - 1d0039000747373334363431 2/26/19 19:21,3b0023000a47373334363431 4/19/19 9:42 ,1d0039000747373334363431 2/26/19 19:21,3542.352859,31
3b0023000a47373334363431 4/19/19 9:42 - 40003d001050483553343720 2/27/19 6:31,3b0023000a47373334363431 4/19/19 9:42 ,40003d001050483553343720 2/27/19 6:31,3546.379161,32
3b0023000a47373334363431 4/19/19 9:42 - 37003f000d50483553343720 2/27/19 21:31,3b0023000a47373334363431 4/19/19 9:42 ,37003f000d50483553343720 2/27/19 21:31,3558.593301,33
3b0023000a47373334363431 4/19/19 9:42 - 2c001b000147373334363431 2/26/19 14:02,3b0023000a47373334363431 4/19/19 9:42 ,2c001b000147373334363431 2/26/19 14:02,3575.413992,34
3b0023000a47373334363431 4/19/19 9:42 - 21003b000b47373334363431 3/7/19 22:14,3b0023000a47373334363431 4/19/19 9:42 ,21003b000b47373334363431 3/7/19 22:14,3912.545474,35
3b0023000a47373334363431 4/19/19 9:42 - 43002e000347373334363431 2/26/19 17:34,3b0023000a47373334363431 4/19/19 9:42 ,43002e000347373334363431 2/26/19 17:34,4026.628798,36
3b0023000a47373334363431 4/19/19 9:42 - 43002e000347373334363431 5/8/19 21:20,3b0023000a47373334363431 4/19/19 9:42 ,43002e000347373334363431 5/8/19 21:20,4059.589769,37
3b0023000a47373334363431 4/19/19 9:42 - 54003b001950483553353620 2/22/19 18:35,3b0023000a47373334363431 4/19/19 9:42 ,54003b001950483553353620 2/22/19 18:35,4073.70482,38
3b0023000a47373334363431 4/19/19 9:42 - 3b001b001547373333353132 2/26/19 19:43,3b0023000a47373334363431 4/19/19 9:42 ,3b001b001547373333353132 2/26/19 19:43,4094.725538,39
3b0023000a47373334363431 4/19/19 9:42 - 2.10025E+23 2/22/19 18:09,3b0023000a47373334363431 4/19/19 9:42 ,2.10025E+23 2/22/19 18:09,4102.640244,40
3b0023000a47373334363431 4/19/19 9:42 - 2e0022000147373334363431 2/25/19 19:53,3b0023000a47373334363431 4/19/19 9:42 ,2e0022000147373334363431 2/25/19 19:53,4140.66601,41
3b0023000a47373334363431 4/19/19 9:42 - 2c0028000c47373334363431 2/26/19 21:01,3b0023000a47373334363431 4/19/19 9:42 ,2c0028000c47373334363431 2/26/19 21:01,4188.692416,42
3b0023000a47373334363431 4/19/19 9:42 - 2.00028E+23 2/26/19 19:34,3b0023000a47373334363431 4/19/19 9:42 ,2.00028E+23 2/26/19 19:34,4549.893537,43
3b0023000a47373334363431 4/19/19 9:42 - 2a0033000147373334363431 2/26/19 20:55,3b0023000a47373334363431 4/19/19 9:42 ,2a0033000147373334363431 2/26/19 20:55,4549.893537,44
3b0023000a47373334363431 4/19/19 9:42 - 3b0039000647373334363431 2/26/19 18:04,3b0023000a47373334363431 4/19/19 9:42 ,3b0039000647373334363431 2/26/19 18:04,4563.579348,45
3b0023000a47373334363431 4/19/19 9:42 - 2e0041000e47373334363431 2/26/19 19:40,3b0023000a47373334363431 4/19/19 9:42 ,2e0041000e47373334363431 2/26/19 19:40,5028.338958,46
3b0023000a47373334363431 4/19/19 9:42 - 2b0029000147373334363431 2/26/19 18:09,3b0023000a47373334363431 4/19/19 9:42 ,2b0029000147373334363431 2/26/19 18:09,5322.813417,47
3b0023000a47373334363431 4/19/19 9:42 - 26001d000f47373334363431 2/26/19 16:39,3b0023000a47373334363431 4/19/19 9:42 ,26001d000f47373334363431 2/26/19 16:39,5389.496089,48
3b0023000a47373334363431 4/19/19 9:42 - 20001d000347373334363431 2/27/19 17:59,3b0023000a47373334363431 4/19/19 9:42 ,20001d000347373334363431 2/27/19 17:59,5573.697185,49
3b0023000a47373334363431 4/19/19 9:42 - 2d0019000147373334363431 3/7/19 23:04,3b0023000a47373334363431 4/19/19 9:42 ,2d0019000147373334363431 3/7/19 23:04,5686.489336,50
3b0023000a47373334363431 4/19/19 9:42 - 21002d000b47373334363431 2/26/19 12:16,3b0023000a47373334363431 4/19/19 9:42 ,21002d000b47373334363431 2/26/19 12:16,5750.590004,51
3b0023000a47373334363431 4/19/19 9:42 - 1.90034E+23 2/26/19 10:39,3b0023000a47373334363431 4/19/19 9:42 ,1.90034E+23 2/26/19 10:39,5801.875431,52
3b0023000a47373334363431 4/19/19 9:42 - 1.90031E+23 2/26/19 17:54,3b0023000a47373334363431 4/19/19 9:42 ,1.90031E+23 2/26/19 17:54,5815.96987,53
3b0023000a47373334363431 4/19/19 9:42 - 40002a000347373334363431 2/25/19 21:02,3b0023000a47373334363431 4/19/19 9:42 ,40002a000347373334363431 2/25/19 21:02,5938.134929,54
3b0023000a47373334363431 4/19/19 9:42 - 2b001f000f47373334363431 2/25/19 12:53,3b0023000a47373334363431 4/19/19 9:42 ,2b001f000f47373334363431 2/25/19 12:53,6659.457982,55
3b0023000a47373334363431 4/19/19 9:42 - 3f0029000347373334363431 2/25/19 19:39,3b0023000a47373334363431 4/19/19 9:42 ,3f0029000347373334363431 2/25/19 19:39,6727.853029,56
3b0023000a47373334363431 4/19/19 9:42 - 3d005f001050483553343720 2/25/19 14:33,3b0023000a47373334363431 4/19/19 9:42 ,3d005f001050483553343720 2/25/19 14:33,6792.631801,57
380058000d50483553343720 4/19/19 10:57 - 380058000d50483553343720 4/19/19 10:57,380058000d50483553343720 4/19/19 10:57 ,380058000d50483553343720 4/19/19 10:57,0,1
380058000d50483553343720 4/19/19 10:57 - 2.9005E+23 6/20/18 12:23,380058000d50483553343720 4/19/19 10:57 ,2.9005E+23 6/20/18 12:23,51.95495993,2
380058000d50483553343720 4/19/19 10:57 - 5.40031E+23 6/21/18 17:33,380058000d50483553343720 4/19/19 10:57 ,5.40031E+23 6/21/18 17:33,840.5601004,3
380058000d50483553343720 4/19/19 10:57 - 33005b001251363038393739 4/17/19 23:19,380058000d50483553343720 4/19/19 10:57 ,33005b001251363038393739 4/17/19 23:19,1072.349367,4
380058000d50483553343720 4/19/19 10:57 - 4.50034E+23 4/17/19 14:46,380058000d50483553343720 4/19/19 10:57 ,4.50034E+23 4/17/19 14:46,1241.487476,5
380058000d50483553343720 4/19/19 10:57 - 2d0042000c47373334363431 4/15/19 20:35,380058000d50483553343720 4/19/19 10:57 ,2d0042000c47373334363431 4/15/19 20:35,2581.788793,6
380058000d50483553343720 4/19/19 10:57 - 5.00051E+23 6/21/18 15:52,380058000d50483553343720 4/19/19 10:57 ,5.00051E+23 6/21/18 15:52,2606.425486,7
380058000d50483553343720 4/19/19 10:57 - 2a0028000f51353433323633 4/15/19 20:34,380058000d50483553343720 4/19/19 10:57 ,2a0028000f51353433323633 4/15/19 20:34,2606.425486,8
380058000d50483553343720 4/19/19 10:57 - 43002c000951343334363138 6/21/18 16:17,380058000d50483553343720 4/19/19 10:57 ,43002c000951343334363138 6/21/18 16:17,2607.941962,9
380058000d50483553343720 4/19/19 10:57 - 1a003b000951353431383437 6/20/18 17:07,380058000d50483553343720 4/19/19 10:57 ,1a003b000951353431383437 6/20/18 17:07,3426.109978,10
380058000d50483553343720 4/19/19 10:57 - 43005d000951343334363138 4/16/19 19:01,380058000d50483553343720 4/19/19 10:57 ,43005d000951343334363138 4/16/19 19:01,3568.292789,11
380058000d50483553343720 4/19/19 10:57 - 43005f000951343334363138 6/20/18 11:55,380058000d50483553343720 4/19/19 10:57 ,43005f000951343334363138 6/20/18 11:55,4010.131266,12
380058000d50483553343720 4/19/19 10:57 - 27003d000f47373334363431 4/23/19 15:10,380058000d50483553343720 4/19/19 10:57 ,27003d000f47373334363431 4/23/19 15:10,4516.039121,13
380058000d50483553343720 4/19/19 10:57 - 2f002c001251363038393739 6/18/18 10:50,380058000d50483553343720 4/19/19 10:57 ,2f002c001251363038393739 6/18/18 10:50,5693.411617,14
380058000d50483553343720 4/19/19 10:57 - 5.10042E+23 4/16/19 9:21,380058000d50483553343720 4/19/19 10:57 ,5.10042E+23 4/16/19 9:21,5693.411617,15
380058000d50483553343720 4/19/19 10:57 - 3.40064E+23 6/18/18 14:55,380058000d50483553343720 4/19/19 10:57 ,3.40064E+23 6/18/18 14:55,5908.852879,16
380058000d50483553343720 4/19/19 10:57 - 3.20062E+23 4/15/19 22:42,380058000d50483553343720 4/19/19 10:57 ,3.20062E+23 4/15/19 22:42,6014.436297,17
380058000d50483553343720 4/19/19 10:57 - 25004a000151353432393339 6/19/18 17:34,380058000d50483553343720 4/19/19 10:57 ,25004a000151353432393339 6/19/18 17:34,6246.313055,18
380058000d50483553343720 4/19/19 10:57 - 35002f001951353339373130 6/18/18 12:51,380058000d50483553343720 4/19/19 10:57 ,35002f001951353339373130 6/18/18 12:51,6286.399473,19
380058000d50483553343720 4/19/19 10:57 - 5.10038E+23 6/19/18 17:33,380058000d50483553343720 4/19/19 10:57 ,5.10038E+23 6/19/18 17:33,6292.883828,20
380058000d50483553343720 4/19/19 10:57 - 3.50029E+23 4/23/19 21:16,380058000d50483553343720 4/19/19 10:57 ,3.50029E+23 4/23/19 21:16,6603.862083,21
380058000d50483553343720 4/19/19 10:57 - 33003a000951343334363138 6/18/18 11:11,380058000d50483553343720 4/19/19 10:57 ,33003a000951343334363138 6/18/18 11:11,6656.147661,22
380058000d50483553343720 4/19/19 10:57 - 33005b000e51353433323633 6/19/18 11:09,380058000d50483553343720 4/19/19 10:57 ,33005b000e51353433323633 6/19/18 11:09,6883.605295,23
380058000d50483553343720 4/19/19 10:57 - 3.10024E+23 6/21/18 13:14,380058000d50483553343720 4/19/19 10:57 ,3.10024E+23 6/21/18 13:14,7024.520628,24
380058000d50483553343720 4/19/19 10:57 - 4.90034E+23 6/20/18 15:52,380058000d50483553343720 4/19/19 10:57 ,4.90034E+23 6/20/18 15:52,7085.427641,25
380058000d50483553343720 4/19/19 10:57 - 2.30048E+23 6/18/18 13:16,380058000d50483553343720 4/19/19 10:57 ,2.30048E+23 6/18/18 13:16,7158.185906,26
380058000d50483553343720 4/19/19 10:57 - 26004e000951343334363138 6/18/18 16:20,380058000d50483553343720 4/19/19 10:57 ,26004e000951343334363138 6/18/18 16:20,7158.185906,27
380058000d50483553343720 4/19/19 10:57 - 3e0025000247373334363431 4/24/19 15:49,380058000d50483553343720 4/19/19 10:57 ,3e0025000247373334363431 4/24/19 15:49,7158.185906,28
380058000d50483553343720 4/19/19 10:57 - 2a0037000147373334363431 4/24/19 18:05,380058000d50483553343720 4/19/19 10:57 ,2a0037000147373334363431 4/24/19 18:05,7185.683236,29
380058000d50483553343720 4/19/19 10:57 - 450053000a51353431383437 6/20/18 14:51,380058000d50483553343720 4/19/19 10:57 ,450053000a51353431383437 6/20/18 14:51,7205.171911,30
380058000d50483553343720 4/19/19 10:57 - 48001a000951343334363138 4/16/19 18:59,380058000d50483553343720 4/19/19 10:57 ,48001a000951343334363138 4/16/19 18:59,7232.177265,31
380058000d50483553343720 4/19/19 10:57 - 30002c001351363038393739 4/15/19 16:58,380058000d50483553343720 4/19/19 10:57 ,30002c001351363038393739 4/15/19 16:58,7422.404451,32
380058000d50483553343720 4/19/19 10:57 - 34005b000a51353431383437 6/18/18 9:05,380058000d50483553343720 4/19/19 10:57 ,34005b000a51353431383437 6/18/18 9:05,7540.61566,33
380058000d50483553343720 4/19/19 10:57 - 2e001f000147373334363431 4/15/19 22:37,380058000d50483553343720 4/19/19 10:57 ,2e001f000147373334363431 4/15/19 22:37,7540.61566,34
380058000d50483553343720 4/19/19 10:57 - 2e002d000d50483553343720 4/17/19 6:36,380058000d50483553343720 4/19/19 10:57 ,2e002d000d50483553343720 4/17/19 6:36,7559.216431,35
380058000d50483553343720 4/19/19 10:57 - 5.10027E+23 6/20/18 8:54,380058000d50483553343720 4/19/19 10:57 ,5.10027E+23 6/20/18 8:54,8280.60389,36
380058000d50483553343720 4/19/19 10:57 - 2e0048000951343334363138 4/25/19 21:01,380058000d50483553343720 4/19/19 10:57 ,2e0048000951343334363138 4/25/19 21:01,8310.738624,37
380058000d50483553343720 4/19/19 10:57 - 2b0047000f47373334363431 4/18/19 9:31,380058000d50483553343720 4/19/19 10:57 ,2b0047000f47373334363431 4/18/19 9:31,8493.602363,38
380058000d50483553343720 4/19/19 10:57 - 5.0003E+23 4/17/19 22:08,380058000d50483553343720 4/19/19 10:57 ,5.0003E+23 4/17/19 22:08,8634.729069,39
3a0026000e47373432363837 4/19/19 10:59 - 3a0026000e47373432363837 4/19/19 10:59,3a0026000e47373432363837 4/19/19 10:59 ,3a0026000e47373432363837 4/19/19 10:59,0,1
3a0026000e47373432363837 4/19/19 10:59 - 2.50025E+23 6/11/19 20:25,3a0026000e47373432363837 4/19/19 10:59 ,2.50025E+23 6/11/19 20:25,791.6329879,2
3a0026000e47373432363837 4/19/19 10:59 - 48003d001151363038393739 6/14/18 11:42,3a0026000e47373432363837 4/19/19 10:59 ,48003d001151363038393739 6/14/18 11:42,1080.829977,3
3a0026000e47373432363837 4/19/19 10:59 - 1f0033000b47373334363431 4/15/19 14:01,3a0026000e47373432363837 4/19/19 10:59 ,1f0033000b47373334363431 4/15/19 14:01,1080.829977,4
3a0026000e47373432363837 4/19/19 10:59 - 2a0026000f47373334363431 4/16/19 6:51,3a0026000e47373432363837 4/19/19 10:59 ,2a0026000f47373334363431 4/16/19 6:51,1127.793497,5
3.40064E+23 4/19/19 11:00 - 3.40064E+23 4/19/19 11:00,3.40064E+23 4/19/19 11:00 ,3.40064E+23 4/19/19 11:00,0,1
3.40064E+23 4/19/19 11:00 - 33005a001251363038393739 6/20/18 18:38,3.40064E+23 4/19/19 11:00 ,33005a001251363038393739 6/20/18 18:38,220.9479045,2
3.40064E+23 4/19/19 11:00 - 5.50033E+23 6/20/18 18:56,3.40064E+23 4/19/19 11:00 ,5.50033E+23 6/20/18 18:56,220.9479045,3
3.40064E+23 4/19/19 11:00 - 3f0049000551353431383736 4/17/19 10:50,3.40064E+23 4/19/19 11:00 ,3f0049000551353431383736 4/17/19 10:50,4195.701842,4
3.40064E+23 4/19/19 11:00 - 2.90048E+23 6/19/18 14:55,3.40064E+23 4/19/19 11:00 ,2.90048E+23 6/19/18 14:55,4215.375332,5
3.40064E+23 4/19/19 11:00 - 4a003d001151363038393739 6/19/18 15:06,3.40064E+23 4/19/19 11:00 ,4a003d001151363038393739 6/19/18 15:06,4255.007115,6
3.40064E+23 4/19/19 11:00 - 36002b000247373334363431 4/17/19 9:26,3.40064E+23 4/19/19 11:00 ,36002b000247373334363431 4/17/19 9:26,4255.007115,7
3.40064E+23 4/19/19 11:00 - 3.4005E+23 6/14/18 17:07,3.40064E+23 4/19/19 11:00 ,3.4005E+23 6/14/18 17:07,4771.352495,8
3.40064E+23 4/19/19 11:00 - 3.5002E+23 5/9/19 15:44,3.40064E+23 4/19/19 11:00 ,3.5002E+23 5/9/19 15:44,4771.352495,9
3.40064E+23 4/19/19 11:00 - 54003b000e51353433323633 4/19/19 16:27,3.40064E+23 4/19/19 11:00 ,54003b000e51353433323633 4/19/19 16:27,4854.657427,10
3.40064E+23 4/19/19 11:00 - 4a004d001951353339373130 6/14/18 17:00,3.40064E+23 4/19/19 11:00 ,4a004d001951353339373130 6/14/18 17:00,4863.051607,11
3.40064E+23 4/19/19 11:00 - 480039000a51353431383437 6/19/18 10:02,3.40064E+23 4/19/19 11:00 ,480039000a51353431383437 6/19/18 10:02,4954.435451,12
3.40064E+23 4/19/19 11:00 - 380023000a47373334363431 4/23/19 14:37,3.40064E+23 4/19/19 11:00 ,380023000a47373334363431 4/23/19 14:37,4991.781523,13
3.40064E+23 4/19/19 11:00 - 4.10048E+23 6/14/18 9:30,3.40064E+23 4/19/19 11:00 ,4.10048E+23 6/14/18 9:30,5469.535783,14
3.40064E+23 4/19/19 11:00 - 34002b001251363038393739 6/14/18 9:22,3.40064E+23 4/19/19 11:00 ,34002b001251363038393739 6/14/18 9:22,5486.464973,15
3.40064E+23 4/19/19 11:00 - 260045000f47373334363431 4/17/19 20:50,3.40064E+23 4/19/19 11:00 ,260045000f47373334363431 4/17/19 20:50,5545.837104,16
3.40064E+23 4/19/19 11:00 - 4f004a001951353339373130 6/14/18 11:31,3.40064E+23 4/19/19 11:00 ,4f004a001951353339373130 6/14/18 11:31,6368.230353,17
3.40064E+23 4/19/19 11:00 - 3d0055001951353339373130 6/14/18 11:54,3.40064E+23 4/19/19 11:00 ,3d0055001951353339373130 6/14/18 11:54,6475.095768,18
3.40064E+23 4/19/19 11:00 - 2.20037E+23 4/16/19 21:37,3.40064E+23 4/19/19 11:00 ,2.20037E+23 4/16/19 21:37,6475.095768,19
3.40064E+23 4/19/19 11:00 - 270042000f47373334363431 4/16/19 15:13,3.40064E+23 4/19/19 11:00 ,270042000f47373334363431 4/16/19 15:13,6517.394694,20
3.40064E+23 4/19/19 11:00 - 3.50018E+23 4/23/19 19:44,3.40064E+23 4/19/19 11:00 ,3.50018E+23 4/23/19 19:44,6568.437527,21
3.40064E+23 4/19/19 11:00 - 3b0028000151353432393339 6/19/18 12:56,3.40064E+23 4/19/19 11:00 ,3b0028000151353432393339 6/19/18 12:56,6618.290793,22
3.40064E+23 4/19/19 11:00 - 2f0028001251363038393739 6/20/18 12:55,3.40064E+23 4/19/19 11:00 ,2f0028001251363038393739 6/20/18 12:55,6633.122534,23
3.40064E+23 4/19/19 11:00 - 5.00038E+23 6/19/18 12:22,3.40064E+23 4/19/19 11:00 ,5.00038E+23 6/19/18 12:22,6644.986212,24
3.40064E+23 4/19/19 11:00 - 2.40055E+23 6/19/18 17:25,3.40064E+23 4/19/19 11:00 ,2.40055E+23 6/19/18 17:25,6798.042215,25
3.40064E+23 4/19/19 11:00 - 34005b000a51353431383437 4/17/19 10:34,3.40064E+23 4/19/19 11:00 ,34005b000a51353431383437 4/17/19 10:34,7357.307285,26
3.40064E+23 4/19/19 11:00 - 57002c000151353432393339 4/16/19 19:46,3.40064E+23 4/19/19 11:00 ,57002c000151353432393339 4/16/19 19:46,7423.574272,27
3.40064E+23 4/19/19 11:00 - 3.30056E+23 4/26/19 14:46,3.40064E+23 4/19/19 11:00 ,3.30056E+23 4/26/19 14:46,7552.136989,28
3.40064E+23 4/19/19 11:00 - 2b002b001251363038393739 6/20/18 10:11,3.40064E+23 4/19/19 11:00 ,2b002b001251363038393739 6/20/18 10:11,7554.195082,29
3.40064E+23 4/19/19 11:00 - 48002b001151363038393739 6/20/18 9:54,3.40064E+23 4/19/19 11:00 ,48002b001151363038393739 6/20/18 9:54,7695.870032,30
3.40064E+23 4/19/19 11:00 - 31002d000d50483553343720 4/26/19 22:24,3.40064E+23 4/19/19 11:00 ,31002d000d50483553343720 4/26/19 22:24,7858.517602,31
3.40064E+23 4/19/19 11:00 - 2b0053000d50483553343720 4/18/19 21:11,3.40064E+23 4/19/19 11:00 ,2b0053000d50483553343720 4/18/19 21:11,9013.460104,32
3.40064E+23 4/19/19 11:00 - 5.20027E+23 6/21/18 20:31,3.40064E+23 4/19/19 11:00 ,5.20027E+23 6/21/18 20:31,9056.301673,33
3.40064E+23 4/19/19 11:00 - 4.20028E+23 5/10/19 5:59,3.40064E+23 4/19/19 11:00 ,4.20028E+23 5/10/19 5:59,9056.301673,34
3.40064E+23 4/19/19 11:00 - 2e0048000951343334363138 6/13/18 18:11,3.40064E+23 4/19/19 11:00 ,2e0048000951343334363138 6/13/18 18:11,9285.159502,35
3.40064E+23 4/19/19 11:00 - 48001a000951343334363138 6/13/18 17:54,3.40064E+23 4/19/19 11:00 ,48001a000951343334363138 6/13/18 17:54,9308.072237,36
3.40064E+23 4/19/19 11:00 - 250022000f47373334363431 6/11/19 14:47,3.40064E+23 4/19/19 11:00 ,250022000f47373334363431 6/11/19 14:47,9317.978191,37
3.40064E+23 4/19/19 11:00 - 40001f000347373334363431 4/23/19 11:55,3.40064E+23 4/19/19 11:00 ,40001f000347373334363431 4/23/19 11:55,9327.818428,38
3.40064E+23 4/19/19 11:00 - 2b0034000147373334363431 4/15/19 21:45,3.40064E+23 4/19/19 11:00 ,2b0034000147373334363431 4/15/19 21:45,9344.327595,39
3.40064E+23 4/19/19 11:00 - 2e003b001251363038393739 6/20/18 14:06,3.40064E+23 4/19/19 11:00 ,2e003b001251363038393739 6/20/18 14:06,9387.311935,40
3.40064E+23 4/19/19 11:00 - 34002d000d50483553343720 4/19/19 16:33,3.40064E+23 4/19/19 11:00 ,34002d000d50483553343720 4/19/19 16:33,9392.578527,41
3.40064E+23 4/19/19 11:00 - 230045000f47373334363431 4/23/19 16:50,3.40064E+23 4/19/19 11:00 ,230045000f47373334363431 4/23/19 16:50,9733.429481,42
3.40064E+23 4/19/19 11:00 - 330026000e47373432363837 6/11/19 16:39,3.40064E+23 4/19/19 11:00 ,330026000e47373432363837 6/11/19 16:39,9737.036674,43
3.40064E+23 4/19/19 11:00 - 2b004b001251363038393739 6/13/18 7:56,3.40064E+23 4/19/19 11:00 ,2b004b001251363038393739 6/13/18 7:56,10131.28887,44
3.40064E+23 4/19/19 11:00 - 3.80025E+23 6/13/18 8:21,3.40064E+23 4/19/19 11:00 ,3.80025E+23 6/13/18 8:21,10132.12451,45
3.40064E+23 4/19/19 11:00 - 31001e001351363038393739 6/14/18 15:06,3.40064E+23 4/19/19 11:00 ,31001e001351363038393739 6/14/18 15:06,10416.6224,46
3.40064E+23 4/19/19 11:00 - 4.50019E+23 6/19/18 16:46,3.40064E+23 4/19/19 11:00 ,4.50019E+23 6/19/18 16:46,10799.60324,47
3.40064E+23 4/19/19 11:00 - 5.00036E+23 6/14/18 15:17,3.40064E+23 4/19/19 11:00 ,5.00036E+23 6/14/18 15:17,10812.36547,48
3.40064E+23 4/19/19 11:00 - 380029000d50483553343720 4/16/19 22:03,3.40064E+23 4/19/19 11:00 ,380029000d50483553343720 4/16/19 22:03,10812.36547,49
3.40064E+23 4/19/19 11:00 - 4b0041001951353339373130 4/16/19 21:02,3.40064E+23 4/19/19 11:00 ,4b0041001951353339373130 4/16/19 21:02,10812.36547,50
3.40064E+23 4/19/19 11:00 - 2a002a000951343334363138 6/19/18 16:42,3.40064E+23 4/19/19 11:00 ,2a002a000951343334363138 6/19/18 16:42,11020.87905,51
3.40064E+23 4/19/19 11:00 - 2f0041001047373334363431 4/23/19 14:16,3.40064E+23 4/19/19 11:00 ,2f0041001047373334363431 4/23/19 14:16,11112.28027,52
3.40064E+23 4/19/19 11:00 - 1b0029000347373334363431 6/11/19 17:06,3.40064E+23 4/19/19 11:00 ,1b0029000347373334363431 6/11/19 17:06,11414.23914,53
3.40064E+23 4/19/19 11:00 - 1.90039E+23 5/20/19 1:57,3.40064E+23 4/19/19 11:00 ,1.90039E+23 5/20/19 1:57,12058.26962,54
3.40064E+23 4/19/19 11:00 - 1.90039E+23 4/23/19 17:11,3.40064E+23 4/19/19 11:00 ,1.90039E+23 4/23/19 17:11,12131.10578,55
3.40064E+23 4/19/19 11:00 - 2c003d000147373334363431 4/23/19 20:16,3.40064E+23 4/19/19 11:00 ,2c003d000147373334363431 4/23/19 20:16,12283.53602,56
3.40064E+23 4/19/19 11:00 - 43003a000951343334363138 6/13/18 14:50,3.40064E+23 4/19/19 11:00 ,43003a000951343334363138 6/13/18 14:50,12383.80686,57
3.40064E+23 4/19/19 11:00 - 4.20025E+23 6/13/18 15:30,3.40064E+23 4/19/19 11:00 ,4.20025E+23 6/13/18 15:30,12440.08624,58
3.40064E+23 4/19/19 11:00 - 1d003f000951343334363138 6/14/18 17:52,3.40064E+23 4/19/19 11:00 ,1d003f000951343334363138 6/14/18 17:52,12443.27909,59
3.40064E+23 4/19/19 11:00 - 26002b000f47373334363431 6/11/19 19:10,3.40064E+23 4/19/19 11:00 ,26002b000f47373334363431 6/11/19 19:10,13394.82087,60
3.40064E+23 4/19/19 11:00 - 2b002c001251363038393739 6/20/18 16:13,3.40064E+23 4/19/19 11:00 ,2b002c001251363038393739 6/20/18 16:13,13402.98207,61
3.40064E+23 4/19/19 11:00 - 420036000d47373334363431 4/15/19 18:30,3.40064E+23 4/19/19 11:00 ,420036000d47373334363431 4/15/19 18:30,13402.98207,62
3.40064E+23 4/19/19 11:00 - 2.00031E+23 4/15/19 19:18,3.40064E+23 4/19/19 11:00 ,2.00031E+23 4/15/19 19:18,13413.54537,63
3.40064E+23 4/19/19 11:00 - 3f0060001151363038393739 6/19/18 13:27,3.40064E+23 4/19/19 11:00 ,3f0060001151363038393739 6/19/18 13:27,13575.7619,64
3.40064E+23 4/19/19 11:00 - 290029000f47373334363431 4/23/19 19:43,3.40064E+23 4/19/19 11:00 ,290029000f47373334363431 4/23/19 19:43,13608.20907,65
3.40064E+23 4/19/19 11:00 - 3b0017000951343334363138 6/20/18 17:13,3.40064E+23 4/19/19 11:00 ,3b0017000951343334363138 6/20/18 17:13,13708.07979,66
3.40064E+23 4/19/19 11:00 - 4b0041001951353339373130 6/19/18 16:12,3.40064E+23 4/19/19 11:00 ,4b0041001951353339373130 6/19/18 16:12,13722.24359,67
54003b000e51353433323633 4/19/19 16:27 - 54003b000e51353433323633 4/19/19 16:27,54003b000e51353433323633 4/19/19 16:27 ,54003b000e51353433323633 4/19/19 16:27,0,1
54003b000e51353433323633 4/19/19 16:27 - 4a004d001951353339373130 6/14/18 17:00,54003b000e51353433323633 4/19/19 16:27 ,4a004d001951353339373130 6/14/18 17:00,8.394180278,2
54003b000e51353433323633 4/19/19 16:27 - 3.4005E+23 6/14/18 17:07,54003b000e51353433323633 4/19/19 16:27 ,3.4005E+23 6/14/18 17:07,83.30493118,3
54003b000e51353433323633 4/19/19 16:27 - 3.5002E+23 5/9/19 15:44,54003b000e51353433323633 4/19/19 16:27 ,3.5002E+23 5/9/19 15:44,83.30493118,4
54003b000e51353433323633 4/19/19 16:27 - 4.10048E+23 6/14/18 9:30,54003b000e51353433323633 4/19/19 16:27 ,4.10048E+23 6/14/18 9:30,1924.109326,5
54003b000e51353433323633 4/19/19 16:27 - 34002b001251363038393739 6/14/18 9:22,54003b000e51353433323633 4/19/19 16:27 ,34002b001251363038393739 6/14/18 9:22,1941.038517,6
54003b000e51353433323633 4/19/19 16:27 - 260045000f47373334363431 4/17/19 20:50,54003b000e51353433323633 4/19/19 16:27 ,260045000f47373334363431 4/17/19 20:50,2000.410647,7
